AgeGroup,Attrition,Attrition_Reason,BusinessTravel,Department,EducationField,EmpID,EmployeeExperence,EnvironmentSatisfactionStatus,Gender,JobRole,MaritalStatus,Month,New_hire vs old,Over18,OverTime,PerformanceRating - Copy,Salary_Hike,SalarySlab,TotalWorkingStatus,Year
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM473,0-5,Excellent,Female,Manufacturing Director,Married,Sep,NEW_Hire,Y,No,Below Expectations,6.00%,5k-10k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM523,0-5,Poor,Male,Research Scientist,Single,Jan,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM523,0-5,Poor,Male,Research Scientist,Single,Jul,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM632,0-5,Good,Male,Laboratory Technician,Married,Mar,NEW_Hire,Y,Yes,Meet Expectations,3.00%,Upto 5k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM632,0-5,Good,Male,Laboratory Technician,Married,Oct,NEW_Hire,Y,Yes,Meet Expectations,3.00%,Upto 5k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM662,0-5,Good,Female,Manufacturing Director,Divorced,Jun,NEW_Hire,Y,No,Meet Expectations,1.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM662,0-5,Good,Female,Manufacturing Director,Divorced,Nov,NEW_Hire,Y,No,Meet Expectations,1.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM665,5-15,Fair,Male,Healthcare Representative,Married,Feb,old,Y,Yes,Below Expectations,16.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM665,5-15,Fair,Male,Healthcare Representative,Married,Sep,old,Y,Yes,Below Expectations,16.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM856,5-15,Poor,Female,Manufacturing Director,Married,Aug,old,Y,No,Below Expectations,14.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM856,5-15,Poor,Female,Manufacturing Director,Married,Nov,old,Y,No,Below Expectations,14.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM899,0-5,Fair,Male,Research Director,Married,Mar,old,Y,No,Below Expectations,8.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM899,0-5,Fair,Male,Research Director,Married,Nov,old,Y,No,Below Expectations,8.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM928,5-15,Fair,Female,Manufacturing Director,Single,Mar,old,Y,Yes,Below Expectations,16.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM928,5-15,Fair,Female,Manufacturing Director,Single,Oct,old,Y,Yes,Below Expectations,16.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM990,0-5,Fair,Male,Research Scientist,Married,Jul,NEW_Hire,Y,Yes,Below Expectations,6.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM990,0-5,Fair,Male,Research Scientist,Married,Oct,NEW_Hire,Y,Yes,Below Expectations,6.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1035,0-5,Excellent,Male,Healthcare Representative,Divorced,Jan,old,Y,Yes,Below Expectations,7.00%,10k-15k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1035,0-5,Excellent,Male,Healthcare Representative,Divorced,Jun,old,Y,Yes,Below Expectations,7.00%,10k-15k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1090,5-15,Good,Male,Research Scientist,Married,May,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1090,5-15,Good,Male,Research Scientist,Married,Sep,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1164,0-5,Excellent,Female,Research Scientist,Married,Mar,NEW_Hire,Y,No,Below Expectations,8.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1164,0-5,Excellent,Female,Research Scientist,Married,Sep,NEW_Hire,Y,No,Below Expectations,8.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1262,0-5,Excellent,Male,Healthcare Representative,Married,Jan,old,Y,Yes,Below Expectations,1.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1262,0-5,Excellent,Male,Healthcare Representative,Married,May,old,Y,Yes,Below Expectations,1.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1288,0-5,Excellent,Male,Healthcare Representative,Married,Apr,NEW_Hire,Y,No,Below Expectations,0.00%,5k-10k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1288,0-5,Excellent,Male,Healthcare Representative,Married,Jun,NEW_Hire,Y,No,Below Expectations,0.00%,5k-10k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1331,5-15,Good,Female,Manager,Married,Jan,old,Y,No,Below Expectations,16.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1345,0-5,Poor,Male,Research Scientist,Married,Jun,old,Y,Yes,Meet Expectations,5.00%,Upto 5k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1345,0-5,Poor,Male,Research Scientist,Married,May,old,Y,Yes,Meet Expectations,5.00%,Upto 5k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM142,0-5,Fair,Male,Research Scientist,Single,Jan,NEW_Hire,Y,No,Below Expectations,6.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM142,0-5,Fair,Male,Research Scientist,Single,Sep,NEW_Hire,Y,No,Below Expectations,6.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1436,0-5,Excellent,Male,Research Scientist,Single,Jul,NEW_Hire,Y,Yes,Below Expectations,4.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1436,0-5,Excellent,Male,Research Scientist,Single,Jun,NEW_Hire,Y,Yes,Below Expectations,4.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1458,0-5,Fair,Female,Research Scientist,Married,May,old,Y,No,Below Expectations,5.00%,Upto 5k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1458,0-5,Fair,Female,Research Scientist,Married,May,old,Y,No,Below Expectations,5.00%,Upto 5k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM187,5-15,Poor,Female,Manager,Married,Apr,old,Y,No,Below Expectations,20.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM187,5-15,Poor,Female,Manager,Married,Aug,old,Y,No,Below Expectations,20.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM204,0-5,Fair,Male,Laboratory Technician,Married,Jun,old,Y,Yes,Below Expectations,7.00%,Upto 5k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM204,0-5,Fair,Male,Laboratory Technician,Married,Jun,old,Y,Yes,Below Expectations,7.00%,Upto 5k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM249,0-5,Fair,Female,Research Scientist,Married,Mar,old,Y,No,Below Expectations,3.00%,Upto 5k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM249,0-5,Fair,Female,Research Scientist,Married,Nov,old,Y,No,Below Expectations,3.00%,Upto 5k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM269,5-15,Fair,Male,Healthcare Representative,Married,Jan,old,Y,Yes,Below Expectations,20.00%,10k-15k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM269,5-15,Fair,Male,Healthcare Representative,Married,May,old,Y,Yes,Below Expectations,20.00%,10k-15k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM341,0-5,Poor,Male,Manufacturing Director,Divorced,Jan,NEW_Hire,Y,No,Below Expectations,6.00%,5k-10k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM341,0-5,Poor,Male,Manufacturing Director,Divorced,Mar,NEW_Hire,Y,No,Below Expectations,6.00%,5k-10k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM354,0-5,Fair,Male,Research Scientist,Divorced,Aug,old,Y,Yes,Below Expectations,7.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM354,0-5,Fair,Male,Research Scientist,Divorced,Nov,old,Y,Yes,Below Expectations,7.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM512,0-5,Excellent,Male,Manufacturing Director,Divorced,May,old,Y,Yes,Below Expectations,3.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM512,0-5,Excellent,Male,Manufacturing Director,Divorced,Nov,old,Y,Yes,Below Expectations,3.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM554,0-5,Poor,Female,Research Scientist,Single,Jul,NEW_Hire,Y,Yes,Meet Expectations,4.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM554,0-5,Poor,Female,Research Scientist,Single,Nov,NEW_Hire,Y,Yes,Meet Expectations,4.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM618,0-5,Poor,Male,Healthcare Representative,Single,May,NEW_Hire,Y,No,Below Expectations,5.00%,5k-10k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM618,0-5,Poor,Male,Healthcare Representative,Single,Nov,NEW_Hire,Y,No,Below Expectations,5.00%,5k-10k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM714,0-5,Poor,Female,Laboratory Technician,Divorced,Jan,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM714,0-5,Poor,Female,Laboratory Technician,Divorced,Oct,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM774,5-15,Poor,Female,Manufacturing Director,Single,Jun,old,Y,No,Below Expectations,14.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM774,5-15,Poor,Female,Manufacturing Director,Single,Mar,old,Y,No,Below Expectations,14.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM815,5-15,Fair,Male,Research Director,Single,Jan,old,Y,No,Below Expectations,20.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM815,5-15,Fair,Male,Research Director,Single,Mar,old,Y,No,Below Expectations,20.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM833,0-5,Fair,Female,Healthcare Representative,Divorced,Jan,NEW_Hire,Y,No,Below Expectations,6.00%,5k-10k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM833,0-5,Fair,Female,Healthcare Representative,Divorced,Sep,NEW_Hire,Y,No,Below Expectations,6.00%,5k-10k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM855,0-5,Good,Female,Research Scientist,Married,Aug,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM855,0-5,Good,Female,Research Scientist,Married,Feb,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM926,0-5,Excellent,Female,Research Scientist,Married,Aug,old,Y,Yes,Below Expectations,1.00%,Upto 5k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM926,0-5,Excellent,Female,Research Scientist,Married,Jun,old,Y,Yes,Below Expectations,1.00%,Upto 5k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM1130,0-5,Poor,Male,Manager,Single,Apr,old,Y,No,Meet Expectations,1.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM1130,0-5,Poor,Male,Manager,Single,Oct,old,Y,No,Meet Expectations,1.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM1316,0-5,Poor,Female,Research Scientist,Married,Nov,old,Y,Yes,Meet Expectations,1.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM1316,0-5,Poor,Female,Research Scientist,Married,Sep,old,Y,Yes,Meet Expectations,1.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM1336,0-5,Poor,Male,Research Scientist,Divorced,Apr,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM1336,0-5,Poor,Male,Research Scientist,Divorced,Oct,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM245,more than 15yr,Fair,Male,Manager,Married,May,old,Y,No,Below Expectations,24.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM245,more than 15yr,Fair,Male,Manager,Married,Sep,old,Y,No,Below Expectations,24.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM498,0-5,Poor,Male,Manager,Married,Jul,old,Y,Yes,Below Expectations,2.00%,15k+,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM498,0-5,Poor,Male,Manager,Married,Mar,old,Y,Yes,Below Expectations,2.00%,15k+,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM507,5-15,Fair,Male,Manufacturing Director,Married,Apr,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM507,5-15,Fair,Male,Manufacturing Director,Married,Nov,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM594,0-5,Fair,Female,Manufacturing Director,Married,Mar,NEW_Hire,Y,No,Below Expectations,9.00%,5k-10k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Other,RM594,0-5,Fair,Female,Manufacturing Director,Married,Sep,NEW_Hire,Y,No,Below Expectations,9.00%,5k-10k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM065,5-15,Fair,Female,Healthcare Representative,Divorced,May,old,Y,No,Below Expectations,17.00%,10k-15k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM065,5-15,Fair,Female,Healthcare Representative,Divorced,May,old,Y,No,Below Expectations,17.00%,10k-15k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM1226,more than 15yr,Poor,Female,Research Director,Single,Aug,old,Y,No,Below Expectations,21.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM1226,more than 15yr,Poor,Female,Research Director,Single,Mar,old,Y,No,Below Expectations,21.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM143,0-5,Poor,Female,Research Scientist,Single,Aug,old,Y,Yes,Meet Expectations,3.00%,Upto 5k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM143,0-5,Poor,Female,Research Scientist,Single,Jun,old,Y,Yes,Meet Expectations,3.00%,Upto 5k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM292,0-5,Fair,Male,Research Scientist,Single,Jan,NEW_Hire,Y,No,Below Expectations,8.00%,Upto 5k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM292,0-5,Fair,Male,Research Scientist,Single,Mar,NEW_Hire,Y,No,Below Expectations,8.00%,Upto 5k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM883,0-5,Fair,Female,Manufacturing Director,Divorced,Jan,old,Y,Yes,Meet Expectations,7.00%,10k-15k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Research & Development,Technical Degree,RM883,0-5,Fair,Female,Manufacturing Director,Divorced,Nov,old,Y,Yes,Meet Expectations,7.00%,10k-15k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM1133,0-5,Poor,Female,Sales Executive,Married,Aug,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM1133,0-5,Poor,Female,Sales Executive,Married,Jul,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM1197,0-5,Poor,Male,Sales Executive,Single,Jul,old,Y,Yes,Below Expectations,2.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM1197,0-5,Poor,Male,Sales Executive,Single,Mar,old,Y,Yes,Below Expectations,2.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM1221,5-15,Fair,Female,Sales Representative,Single,Jan,old,Y,No,Below Expectations,13.00%,Upto 5k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM1221,5-15,Fair,Female,Sales Representative,Single,May,old,Y,No,Below Expectations,13.00%,Upto 5k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM134,0-5,Fair,Male,Sales Executive,Divorced,Jan,old,Y,Yes,Below Expectations,9.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM134,0-5,Fair,Male,Sales Executive,Divorced,Jun,old,Y,Yes,Below Expectations,9.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM169,0-5,Good,Female,Sales Executive,Single,Jul,old,Y,No,Meet Expectations,8.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM169,0-5,Good,Female,Sales Executive,Single,Nov,old,Y,No,Meet Expectations,8.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM301,more than 15yr,Poor,Male,Manager,Single,Aug,old,Y,No,Below Expectations,22.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM301,more than 15yr,Poor,Male,Manager,Single,Sep,old,Y,No,Below Expectations,22.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM418,5-15,Fair,Female,Manager,Married,Feb,old,Y,No,Below Expectations,20.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM418,5-15,Fair,Female,Manager,Married,Jun,old,Y,No,Below Expectations,20.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM467,5-15,Excellent,Female,Manager,Married,Apr,old,Y,No,Below Expectations,18.00%,15k+,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM467,5-15,Excellent,Female,Manager,Married,Oct,old,Y,No,Below Expectations,18.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM987,0-5,Good,Male,Sales Executive,Married,Aug,NEW_Hire,Y,Yes,Below Expectations,5.00%,5k-10k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Life Sciences,RM987,0-5,Good,Male,Sales Executive,Married,Oct,NEW_Hire,Y,Yes,Below Expectations,5.00%,5k-10k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM028,0-5,Fair,Male,Sales Executive,Married,Jan,NEW_Hire,Y,No,Below Expectations,9.00%,5k-10k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM028,0-5,Fair,Male,Sales Executive,Married,Mar,NEW_Hire,Y,No,Below Expectations,9.00%,5k-10k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM053,0-5,Excellent,Female,Sales Executive,Divorced,Apr,NEW_Hire,Y,Yes,Meet Expectations,4.00%,5k-10k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM053,0-5,Excellent,Female,Sales Executive,Divorced,Feb,NEW_Hire,Y,Yes,Meet Expectations,4.00%,5k-10k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM1018,0-5,Excellent,Female,Manager,Single,Sep,old,Y,No,Below Expectations,2.00%,15k+,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM1036,0-5,Fair,Female,Sales Executive,Married,May,NEW_Hire,Y,Yes,Below Expectations,2.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM1277,0-5,Excellent,Male,Sales Executive,Married,Mar,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM1277,0-5,Excellent,Male,Sales Executive,Married,May,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM1454,0-5,Excellent,Female,Sales Executive,Married,Jan,NEW_Hire,Y,No,Below Expectations,6.00%,5k-10k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM1454,0-5,Excellent,Female,Sales Executive,Married,May,NEW_Hire,Y,No,Below Expectations,6.00%,5k-10k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM1463,5-15,Excellent,Female,Sales Executive,Married,Jun,old,Y,No,Below Expectations,20.00%,10k-15k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM1463,5-15,Excellent,Female,Sales Executive,Married,Nov,old,Y,No,Below Expectations,20.00%,10k-15k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM1463,5-15,Excellent,Female,Sales Executive,Married,Nov,old,Y,No,Below Expectations,20.00%,10k-15k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM159,5-15,Fair,Male,Sales Executive,Married,Aug,old,Y,No,Below Expectations,12.00%,10k-15k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM159,5-15,Fair,Male,Sales Executive,Married,Nov,old,Y,No,Below Expectations,12.00%,10k-15k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM404,5-15,Excellent,Male,Sales Executive,Married,Aug,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM404,5-15,Excellent,Male,Sales Executive,Married,Jun,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM519,0-5,Poor,Female,Sales Executive,Single,Apr,NEW_Hire,Y,No,Meet Expectations,7.00%,Upto 5k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM519,0-5,Poor,Female,Sales Executive,Single,Jun,NEW_Hire,Y,No,Meet Expectations,7.00%,Upto 5k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM626,0-5,Poor,Male,Sales Executive,Divorced,Jun,old,Y,Yes,Below Expectations,5.00%,10k-15k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM626,0-5,Poor,Male,Sales Executive,Divorced,May,old,Y,Yes,Below Expectations,5.00%,10k-15k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM629,0-5,Poor,Male,Sales Executive,Divorced,Jul,NEW_Hire,Y,No,Below Expectations,1.00%,5k-10k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM629,0-5,Poor,Male,Sales Executive,Divorced,May,NEW_Hire,Y,No,Below Expectations,1.00%,5k-10k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM685,0-5,Good,Male,Sales Executive,Divorced,Oct,old,Y,No,Below Expectations,1.00%,5k-10k,11-25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM685,0-5,Good,Male,Sales Executive,Divorced,Sep,old,Y,No,Below Expectations,1.00%,5k-10k,11-25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM808,0-5,Fair,Male,Sales Executive,Divorced,Jul,NEW_Hire,Y,Yes,Below Expectations,8.00%,5k-10k,0-10,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM808,0-5,Fair,Male,Sales Executive,Divorced,Mar,NEW_Hire,Y,Yes,Below Expectations,8.00%,5k-10k,0-10,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM812,0-5,Poor,Male,Sales Executive,Single,May,NEW_Hire,Y,No,Below Expectations,1.00%,5k-10k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Marketing,RM812,0-5,Poor,Male,Sales Executive,Single,Nov,NEW_Hire,Y,No,Below Expectations,1.00%,5k-10k,Above 25,2023
36-45,No,Attendance Issue,Travel_Rarely,Sales,Medical,RM1440,0-5,Good,Female,Sales Executive,Married,Sep,NEW_Hire,Y,No,Below Expectations,9.00%,5k-10k,Above 25,2022
36-45,No,Attendance Issue,Travel_Rarely,Sales,Medical,RM336,0-5,Excellent,Male,Sales Executive,Married,Aug,NEW_Hire,Y,Yes,Meet Expectations,4.00%,5k-10k,0-10,2022
