Age band,Attrition,Attrition label,Business Travel,Curr as Manager,Department,Distance Status,Education,Education Field,Employee Number,Enviroment status,Gender,INR Salary,Job Role,job Satisfied,Job_satisfaction,Last promotion,Marital Status,Number Emp,Over Time,Percent Salary Hike,performance scale,Relationship Satisfaction,Stock Option Level,total working year status,Tranning time,Year,Year At Company,Year Current role
31 - 45yr,No,Current Employees,No Travel,0-5yr,IT Operations,Very Far,Bachelor's Degree,Life Science,878,Unhappy,Male,₹ 690800,Data Scientist,Dissatisfied,satisfied,6-10,Married,STAFF-878,No,2100%,Outstanding,3,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,No Travel,0-5yr,IT Operations,Very Far,Bachelor's Degree,Life Science,887,Very happy,Female,₹ 844320, UI/UX Designer,Dissatisfied,satisfied,6-10,Married,STAFF-887,No,1600%,Meet Expectations,3,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,No Travel,0-5yr,IT Operations,Very Far,Bachelor's Degree,Marketing,1707,Happy,Male,₹ 1409280,Database Administrator,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1707,No,1600%,Exceed Expectations,4,1%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,No Travel,0-5yr,IT Operations,Very Far,Bachelor's Degree,Medical,86,Very happy,Female,₹ 1502960,Software Developer,Dissatisfied,satisfied,6-10,Single,STAFF-86,No,1700%,Meet Expectations,1,1%,21-30,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,No Travel,0-5yr,IT Operations,Very Far,Bachelor's Degree,Other,52,Abivalent,Female,₹ 255440,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-52,No,1900%,Below Expectations,2,2%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,No Travel,0-5yr,IT Operations,Very Far,High School,Life Science,1646,Happy,Male,₹ 1377440,Cybersecurity Analyst,Dissatisfied,satisfied,6-10,Divorced,STAFF-1646,Yes,1300%,Exceed Expectations,4,0%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,Data Engineering,Near,Associates Degree,Medical,441,Very happy,Female,₹ 954720,Cybersecurity Analyst,Dissatisfied,satisfied,6-10,Married,STAFF-441,No,1300%,Meet Expectations,1,2%,11-20,0-3 Year,2020,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,Data Engineering,Very Far,Master's Degree,Life Science,1449,Happy,Male,₹ 1847920, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1449,Yes,1100%,Exceed Expectations,4,2%,11-20,0-3 Year,2022,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,IT Operations,Far,Associates Degree,Life Science,389,Abivalent,Male,₹ 1277760,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-389,No,1900%,Below Expectations,1,1%,11-20,More than 3,2020,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,IT Operations,Far,Associates Degree,Marketing,500,Happy,Male,₹ 1188960,Network Engineer,Dissatisfied,satisfied,6-10,Single,STAFF-500,No,1100%,Exceed Expectations,4,1%,11-20,0-3 Year,2021,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,IT Operations,Far,Master's Degree,Medical,1218,Abivalent,Male,₹ 1682080, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-1218,No,1500%,Below Expectations,4,3%,11-20,0-3 Year,2021,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,IT Operations,Near,Bachelor's Degree,Medical,12,Very happy,Female,₹ 702960,Database Administrator,Dissatisfied,satisfied,6-10,Divorced,STAFF-12,No,2100%,Meet Expectations,2,0%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,IT Operations,Near,High School,Medical,2014,Happy,Male,₹ 427200, UI/UX Designer,Very Satisfied,Dissatisfied,6-10,Single,STAFF-2014,Yes,1300%,Exceed Expectations,4,0%,11-20,0-3 Year,2022,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,IT Operations,Very Far,Associates Degree,Other,442,Very happy,Male,₹ 1122720,Sale Representative,Satisfied,Very Dissatisfied,0-5,Married,STAFF-442,Yes,2400%,Meet Expectations,2,1%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,IT Operations,Very Far,Bachelor's Degree,Medical,855,Happy,Male,₹ 1745280,Sale Representative,Very Dissatisfied,Very satisfied,6-10,Single,STAFF-855,No,2200%,Exceed Expectations,1,1%,0-10,More than 3,2021,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,IT Operations,Very Far,Bachelor's Degree,Other,1979,Happy,Male,₹ 2148960, UI/UX Designer,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1979,Yes,2000%,Exceed Expectations,1,1%,11-20,0-3 Year,2022,11-20 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,No Travel,5-15yr,IT Operations,Very Far,Master's Degree,Life Science,789,Unhappy,Female,₹ 1138320,Sale Representative,Satisfied,Very Dissatisfied,6-10,Married,STAFF-789,No,1500%,Outstanding,3,0%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Far,Bachelor's Degree,Life Science,1475,Happy,Male,₹ 1692640,IT Project Manager,Dissatisfied,satisfied,6-10,Married,STAFF-1475,No,1300%,Exceed Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Far,Bachelor's Degree,Medical,837,Very happy,Male,₹ 342720, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-837,No,1500%,Meet Expectations,4,1%,11-20,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Far,High School,Life Science,1533,Very happy,Female,₹ 1984960,Software Developer,Dissatisfied,satisfied,6-10,Single,STAFF-1533,Yes,1400%,Meet Expectations,3,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Far,Master's Degree,Human Resources,838,Happy,Male,₹ 664480,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-838,Yes,1600%,Exceed Expectations,1,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Far,Master's Degree,Medical,407,Unhappy,Male,₹ 569760,Software Developer,Dissatisfied,satisfied,6-10,Married,STAFF-407,No,1800%,Outstanding,4,2%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Near,Associates Degree,Marketing,1401,Abivalent,Female,₹ 778480,Data Scientist,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1401,Yes,1100%,Below Expectations,2,1%,21-30,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Near,Bachelor's Degree,Life Science,183,Unhappy,Female,₹ 1986800,Network Engineer,Very Satisfied,Dissatisfied,6-10,Married,STAFF-183,No,1800%,Outstanding,4,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Near,Master's Degree,Human Resources,120,Abivalent,Male,₹ 673840, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-120,No,2200%,Below Expectations,3,0%,11-20,0-3 Year,2020,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Near,Master's Degree,Marketing,1625,Abivalent,Male,₹ 417600,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1625,No,1100%,Below Expectations,4,1%,21-30,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Associates Degree,Life Science,1012,Happy,Female,₹ 1079440, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-1012,No,1500%,Exceed Expectations,3,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Associates Degree,Marketing,53,Very happy,Male,₹ 872800, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-53,No,1200%,Meet Expectations,2,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Life Science,451,Happy,Male,₹ 740960,IT Project Manager,Very Satisfied,Dissatisfied,6-10,Divorced,STAFF-451,Yes,1600%,Exceed Expectations,1,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,437,Unhappy,Male,₹ 419360,Network Engineer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-437,No,1100%,Outstanding,4,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,806,Unhappy,Male,₹ 1950000, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-806,Yes,2100%,Outstanding,3,2%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,1368,Unhappy,Male,₹ 1544400,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1368,No,1500%,Outstanding,3,0%,0-10,More than 3,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Medical,1281,Very happy,Male,₹ 483120,Software Developer,Dissatisfied,satisfied,6-10,Married,STAFF-1281,No,1200%,Meet Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Medical,1954,Abivalent,Female,₹ 498000,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1954,No,1200%,Below Expectations,1,1%,0-10,More than 3,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Other,882,Abivalent,Male,₹ 731840,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-882,No,1200%,Below Expectations,3,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Other,1677,Happy,Female,₹ 1790720, UI/UX Designer,Very Dissatisfied,Very satisfied,6-10,Single,STAFF-1677,No,1400%,Exceed Expectations,2,0%,21-30,0-3 Year,2022,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Other,2068,Very happy,Male,₹ 818240,Network Engineer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-2068,No,1200%,Meet Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Doctoral Degree,Marketing,1446,Very happy,Male,₹ 1867440,IT Project Manager,Dissatisfied,satisfied,6-10,Single,STAFF-1446,No,1200%,Meet Expectations,1,1%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Doctoral Degree,Medical,1481,Happy,Male,₹ 742560,Cybersecurity Analyst,Dissatisfied,satisfied,6-10,Divorced,STAFF-1481,No,1200%,Exceed Expectations,3,1%,11-20,More than 3,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Doctoral Degree,Other,1642,Happy,Female,₹ 840240,Software Developer,Dissatisfied,satisfied,6-10,Single,STAFF-1642,No,1100%,Exceed Expectations,3,0%,11-20,0-3 Year,2022,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,High School,Life Science,1068,Very happy,Male,₹ 2021200,Network Engineer,Very Dissatisfied,Very satisfied,6-10,Married,STAFF-1068,No,1300%,Meet Expectations,2,2%,0-10,More than 3,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,High School,Medical,1407,Unhappy,Male,₹ 324000,Network Engineer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1407,No,1200%,Outstanding,3,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,High School,Technical Degree,1103,Unhappy,Male,₹ 1781280,Software Developer,Very Satisfied,Dissatisfied,6-10,Married,STAFF-1103,No,1700%,Outstanding,2,0%,0-10,0-3 Year,2021,6-10 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Master's Degree,Human Resources,679,Happy,Female,₹ 1447120,Sale Representative,Dissatisfied,satisfied,6-10,Single,STAFF-679,No,1200%,Exceed Expectations,3,1%,0-10,0-3 Year,2021,6-10 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Master's Degree,Life Science,426,Very happy,Female,₹ 619760, UI/UX Designer,Dissatisfied,satisfied,6-10,Married,STAFF-426,Yes,1800%,Meet Expectations,2,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Master's Degree,Marketing,1853,Very happy,Female,₹ 2086000,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1853,No,1300%,Meet Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Master's Degree,Technical Degree,1055,Very happy,Male,₹ 1472800,Data Scientist,Dissatisfied,satisfied,6-10,Married,STAFF-1055,No,1900%,Meet Expectations,2,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Associates Degree,Human Resources,390,Very happy,Male,₹ 1817760, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-390,No,1300%,Meet Expectations,1,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Bachelor's Degree,Life Science,14,Happy,Male,₹ 1318320, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-14,No,1300%,Exceed Expectations,4,1%,0-10,More than 3,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Bachelor's Degree,Life Science,85,Abivalent,Male,₹ 1812480,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-85,No,1300%,Below Expectations,2,0%,0-10,0-3 Year,2020,6-10 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Bachelor's Degree,Life Science,1265,Happy,Female,₹ 1731440,Cybersecurity Analyst,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1265,Yes,1700%,Exceed Expectations,4,0%,0-10,More than 3,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Bachelor's Degree,Life Science,1364,Very happy,Male,₹ 522160,Database Administrator,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1364,No,1400%,Meet Expectations,1,1%,0-10,More than 3,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Bachelor's Degree,Life Science,1583,Abivalent,Female,₹ 1310320,Data Scientist,Dissatisfied,satisfied,6-10,Married,STAFF-1583,No,1200%,Below Expectations,4,0%,0-10,More than 3,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Bachelor's Degree,Life Science,1654,Very happy,Male,₹ 615440,Sale Representative,Very Dissatisfied,Very satisfied,6-10,Married,STAFF-1654,No,2100%,Meet Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Bachelor's Degree,Life Science,1766,Unhappy,Male,₹ 1963120,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1766,No,1600%,Outstanding,4,1%,11-20,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Bachelor's Degree,Marketing,1985,Happy,Male,₹ 2147920, UI/UX Designer,Dissatisfied,satisfied,0-5,Divorced,STAFF-1985,No,1100%,Exceed Expectations,3,1%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Master's Degree,Medical,450,Very happy,Male,₹ 1350800,Sale Representative,Satisfied,Very Dissatisfied,6-10,Married,STAFF-450,No,1200%,Meet Expectations,4,0%,11-20,More than 3,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Near,Associates Degree,Life Science,2061,Very happy,Male,₹ 983200,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-2061,No,1700%,Meet Expectations,4,1%,11-20,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Near,Bachelor's Degree,Life Science,1076,Happy,Male,₹ 421440,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1076,No,1300%,Exceed Expectations,2,1%,11-20,More than 3,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Near,Bachelor's Degree,Life Science,1694,Unhappy,Male,₹ 1898960, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1694,No,1200%,Outstanding,3,1%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Near,Bachelor's Degree,Medical,381,Very happy,Male,₹ 1528000,Software Developer,Satisfied,Very Dissatisfied,0-5,Divorced,STAFF-381,Yes,1800%,Meet Expectations,1,1%,0-10,More than 3,2020,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Near,Bachelor's Degree,Technical Degree,192,Very happy,Male,₹ 780160,Database Administrator,Satisfied,Very Dissatisfied,6-10,Married,STAFF-192,No,1300%,Meet Expectations,4,0%,0-10,0-3 Year,2020,6-10 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Near,Master's Degree,Life Science,393,Abivalent,Female,₹ 1511920,Database Administrator,Dissatisfied,satisfied,6-10,Married,STAFF-393,No,1400%,Below Expectations,3,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Associates Degree,Marketing,128,Very happy,Female,₹ 1401520,Database Administrator,Very Dissatisfied,Very satisfied,6-10,Divorced,STAFF-128,No,2100%,Meet Expectations,4,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Associates Degree,Marketing,757,Abivalent,Male,₹ 588800,IT Project Manager,Satisfied,Very Dissatisfied,0-5,Married,STAFF-757,No,1100%,Below Expectations,4,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Associates Degree,Marketing,1018,Happy,Male,₹ 266720,Software Developer,Very Satisfied,Dissatisfied,6-10,Divorced,STAFF-1018,No,1200%,Exceed Expectations,4,0%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Associates Degree,Marketing,1548,Very happy,Male,₹ 1547600, UI/UX Designer,Satisfied,Very Dissatisfied,0-5,Single,STAFF-1548,No,1200%,Meet Expectations,3,0%,0-10,More than 3,2022,6-10 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Associates Degree,Medical,103,Very happy,Male,₹ 834000, UI/UX Designer,Very Satisfied,Dissatisfied,6-10,Married,STAFF-103,No,2200%,Meet Expectations,4,1%,11-20,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Associates Degree,Medical,820,Abivalent,Female,₹ 1038560,IT Project Manager,Very Satisfied,Dissatisfied,6-10,Divorced,STAFF-820,No,1100%,Below Expectations,1,1%,21-30,0-3 Year,2021,More than 20,More than 10
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Associates Degree,Other,862,Very happy,Male,₹ 1657200, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-862,No,1800%,Meet Expectations,3,1%,31 plus,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Human Resources,359,Happy,Female,₹ 2084960,Network Engineer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-359,No,2000%,Exceed Expectations,4,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Life Science,1987,Very happy,Female,₹ 1572400,IT Project Manager,Dissatisfied,satisfied,6-10,Married,STAFF-1987,No,1400%,Meet Expectations,4,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Marketing,303,Abivalent,Male,₹ 1360880,Software Developer,Dissatisfied,satisfied,6-10,Divorced,STAFF-303,No,1400%,Below Expectations,3,1%,11-20,More than 3,2020,6-10 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Marketing,680,Very happy,Male,₹ 1812240,Cybersecurity Analyst,Satisfied,Very Dissatisfied,6-10,Married,STAFF-680,Yes,2000%,Meet Expectations,3,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Marketing,766,Very happy,Male,₹ 1437360, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-766,No,1400%,Meet Expectations,2,2%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Marketing,1195,Happy,Female,₹ 1608000, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1195,No,1900%,Exceed Expectations,1,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Marketing,1770,Very happy,Male,₹ 1584400,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1770,No,1200%,Meet Expectations,4,3%,31 plus,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Marketing,1834,Happy,Female,₹ 1017520,Data Scientist,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1834,No,2500%,Exceed Expectations,4,1%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Marketing,2060,Happy,Female,₹ 1710240,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-2060,No,1800%,Exceed Expectations,4,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Medical,707,Happy,Female,₹ 1254240,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-707,No,2200%,Exceed Expectations,4,1%,0-10,More than 3,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Medical,1207,Happy,Female,₹ 674320,Cybersecurity Analyst,Dissatisfied,satisfied,6-10,Single,STAFF-1207,No,1300%,Exceed Expectations,3,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Medical,1499,Very happy,Female,₹ 1234240,Database Administrator,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1499,No,2100%,Meet Expectations,4,1%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Medical,1516,Abivalent,Male,₹ 1685760,IT Project Manager,Very Satisfied,Dissatisfied,6-10,Single,STAFF-1516,No,2500%,Below Expectations,3,0%,0-10,More than 3,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Other,894,Very happy,Male,₹ 1898080,Software Developer,Dissatisfied,satisfied,6-10,Divorced,STAFF-894,No,1300%,Meet Expectations,4,1%,11-20,0-3 Year,2021,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,High School,Human Resources,1496,Happy,Female,₹ 1577520,Database Administrator,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1496,No,1800%,Exceed Expectations,1,0%,11-20,0-3 Year,2022,0-5 Year,0-5 Year Same Role
31 - 45yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,High School,Marketing,1006,Happy,Female,₹ 970160,IT Project Manager,Dissatisfied,satisfied,6-10,Single,STAFF-1006,Yes,1700%,Exceed Expectations,3,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
